X,Y
8.67712240518398,3.6422466104384
8.67639446258545,3.68735456466675
8.67059326171875,3.77715563774109
8.6590576171875,3.86638116836548
8.64185810089111,3.95500326156616
8.619065284729,4.0429949760437
8.59074687957764,4.13032913208008
8.55697536468506,4.21697759628296
8.51781845092773,4.30291318893433
8.47334671020508,4.38810873031616
8.42363166809082,4.47253656387329
8.36874103546143,4.5561695098877
8.30874538421631,4.63898038864136
8.2437162399292,4.72094106674194
8.17372131347656,4.80202436447144
8.09883117675781,4.88220357894897
8.01911640167236,4.96145009994507
7.93464612960815,5.03973770141602
7.8454909324646,5.11703824996948
7.75172090530396,5.19332456588745
7.653404712677,5.26856899261475
7.55061388015747,5.34274482727051
7.44341707229614,5.41582345962524
7.33188486099243,5.48777866363525
7.21608686447144,5.5585823059082
7.09609317779541,5.62820720672607
6.97197341918945,5.69662618637085
6.84379816055298,5.76381158828735
6.71163702011108,5.82973575592041
6.57555961608887,5.894371509552
6.43563652038574,5.95769166946411
6.29193687438965,6.01966857910156
6.14453125,6.08027505874634
5.99348878860474,6.13948345184326
5.83888053894043,6.19726610183716
5.68077564239502,6.25359630584717
5.5192437171936,6.30844593048096
5.35435581207275,6.36178827285767
5.18618106842041,6.41359519958496
5.01478910446167,6.46384000778198
4.84025096893311,6.5124945640564
4.5726957321167,6.58243560791016
4.20559406280518,6.6698694229126
3.82716417312622,6.7504506111145
3.43796467781067,6.8239598274231
3.03855514526367,6.89017724990845
2.62949514389038,6.94888353347778
2.21134400367737,6.99986028671265
1.78466105461121,7.04288721084595
1.35000586509705,7.07774591445923
0.90793764591217,7.1042160987854
0.459015935659409,7.12207937240601
0.0038000401109457,7.13111591339111
-0.225993394851685,7.13225603103638
-0.455786824226379,7.13111591339111
-0.911002695560455,7.12207937240601
-1.35992443561554,7.1042160987854
-1.80199265480042,7.07774591445923
-2.23664784431458,7.04288768768311
-2.66333079338074,6.99986028671265
-3.08148193359375,6.94888401031494
-3.49054193496704,6.89017724990845
-3.88995146751404,6.8239598274231
-4.27915096282959,6.75045108795166
-4.6575813293457,6.66986989974976
